psa_id,domain,subcategory,psa_text
PSA_02492,Health,Disease Prevention and Control,Do not rely on rumours about measles. Report suspected disease outbreaks to health authorities.
PSA_02493,Health,Mental Health Awareness,Use trusted health information and seek professional mental health support when needed.
PSA_02494,Health,Public Health Campaigns,Protect your health today. Seek screening for common preventable diseases.
PSA_02495,Health,Maternal and Child Health,Ministry of Health recommends that new mothers keep the child's immunization records safe.
PSA_02496,Health,Disease Prevention and Control,Seek professional guidance at homes when necessary.
PSA_02497,Health,Mental Health Awareness,Young people are advised to speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02498,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities to support outbreak control.
PSA_02499,Health,Maternal and Child Health,Stay safe from newborn complications. Deliver at a recognized health facility.
PSA_02500,Health,Maternal and Child Health,"When there is a risk of delayed treatment, monitor children for signs of illness."
PSA_02501,Health,Healthcare Access,Healthy communities begin with informed choices. Seek early medical care before symptoms become severe.
PSA_02502,Health,Public Health Campaigns,Good health starts with simple actions. Adopt healthy eating habits.
PSA_02503,Health,Healthcare Access,Use trusted sources when learning about counterfeit medicines. Report suspected counterfeit medicines to the authorities.
PSA_02504,Health,Maternal and Child Health,Simple daily actions can protect your health. Seek advice about family planning from qualified providers.
PSA_02505,Health,Mental Health Awareness,Young people: Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02506,Health,Public Health Campaigns,Choose healthy behaviours every day. Follow verified health information.
PSA_02507,Health,Mental Health Awareness,Seek professional mental health support when needed to protect older adults from emotional distress.
PSA_02508,Health,Disease Prevention and Control,Cover your mouth and nose when coughing or sneezing before the effects of the spread of preventable infections become more serious.
PSA_02509,Health,Healthcare Access,Ministry of Health recommends that older adults seek early medical care before symptoms become severe.
PSA_02510,Health,Disease Prevention and Control,Avoid the dangers of the spread of preventable infections: complete all prescribed medication.
PSA_02511,Health,Healthcare Access,Reduce the risk of delayed medical treatment: seek early medical care before symptoms become severe.
PSA_02512,Health,Maternal and Child Health,Deliver at a recognized health facility before the effects of birth complications become more serious.
PSA_02513,Health,Maternal and Child Health,Choose safe health practices. Seek advice about family planning from qualified providers.
PSA_02514,Health,Maternal and Child Health,Protect those around you from newborn illness. Take newborns for scheduled health check-ups.
PSA_02515,Health,Healthcare Access,Healthy habits can reduce the risk of unlicensed healthcare providers. Verify that healthcare providers are properly licensed.
PSA_02516,Health,Healthcare Access,Public hospitals remind people living with chronic conditions to keep all medical appointment dates.
PSA_02517,Health,Healthcare Access,Every household can support better health by choosing to seek early medical care before symptoms become severe.
PSA_02518,Health,Healthcare Access,Help protect low-income families by choosing to register for available public health insurance programmes.
PSA_02519,Health,Disease Prevention and Control,Good health starts with simple actions. Wash your hands regularly with soap and clean water.
PSA_02520,Health,Maternal and Child Health,Be alert to incomplete vaccination and keep the child's immunization records safe.
PSA_02521,Health,Disease Prevention and Control,Seek medical attention when symptoms appear. Seek official guidance from Ministry of Health when necessary.
PSA_02522,Health,Maternal and Child Health,Community health services encourage everyone to monitor children for signs of illness.
PSA_02523,Health,Maternal and Child Health,Good respiratory health begins with responsible action: seek treatment promptly when a child has difficulty breathing.
PSA_02524,Health,Disease Prevention and Control,Protect those around you from tuberculosis. Complete all prescribed medication.
PSA_02525,Health,Disease Prevention and Control,Choose healthy behaviours every day. Report suspected disease outbreaks to health authorities.
PSA_02526,Health,Public Health Campaigns,Follow official health guidance. Follow verified health information.
PSA_02527,Health,Public Health Campaigns,"Together, we can help prevent late disease diagnosis. Attend free health screening events."
PSA_02528,Health,Maternal and Child Health,Good maternal nutrition begins with responsible action: take prescribed supplements as directed.
PSA_02529,Health,Healthcare Access,Act early to prevent failure to seek preventive care. Seek early medical care before symptoms become severe.
PSA_02530,Health,Disease Prevention and Control,Seek screening services available at markets.
PSA_02531,Health,Public Health Campaigns,Seek screening for common preventable diseases to protect older adults from lack of health screening.
PSA_02532,Health,Healthcare Access,Parents and caregivers should verify that healthcare providers are properly licensed.
PSA_02533,Health,Public Health Campaigns,Young people: Avoid spreading unverified medical claims.
PSA_02534,Health,Maternal and Child Health,Support healthy practices in rural communities. Provide children with a balanced diet.
PSA_02535,Health,Public Health Campaigns,Make a responsible health choice today: adopt healthy eating habits.
PSA_02536,Health,Maternal and Child Health,Act early to prevent respiratory infection. Monitor children for signs of illness.
PSA_02537,Health,Disease Prevention and Control,Residents of affected areas: Report suspected disease outbreaks to health authorities.
PSA_02538,Health,Public Health Campaigns,Ministry of Health recommends that people living with chronic conditions check your blood pressure regularly.
PSA_02539,Health,Disease Prevention and Control,Remove stagnant water around homes. Local health authorities remind members of the public to act early.
PSA_02540,Health,Disease Prevention and Control,Ensure children receive routine immunization to prevent avoidable harm.
PSA_02541,Health,Disease Prevention and Control,Small actions can reduce the risk of the spread of preventable infections. Wash your hands regularly with soap and clean water.
PSA_02542,Health,Maternal and Child Health,Monitor children for signs of illness to reduce the risk of respiratory infection.
PSA_02543,Health,Healthcare Access,County Department of Health: Verify that healthcare providers are properly licensed.
PSA_02544,Health,Maternal and Child Health,Support healthy practices in schools. Keep the child's immunization records safe.
PSA_02545,Health,Disease Prevention and Control,Prevent illness before it spreads. Cover your mouth and nose when coughing or sneezing.
PSA_02546,Health,Public Health Campaigns,Protect others by making the safe choice to seek screening for common preventable diseases.
PSA_02547,Health,Healthcare Access,Working together helps prevent lack of emergency care. Use official emergency medical contacts.
PSA_02548,Health,Mental Health Awareness,Be alert to delayed access to counselling and seek professional mental health support when needed.
PSA_02549,Health,Healthcare Access,People living with chronic conditions are encouraged to seek early medical care before symptoms become severe.
PSA_02550,Health,Public Health Campaigns,Stay safe from misinformation about health. Avoid spreading unverified medical claims.
PSA_02551,Health,Maternal and Child Health,Seek screening services available at maternal health clinics.
PSA_02552,Health,Mental Health Awareness,Help reduce the risk of workplace stress in workplaces: speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02553,Health,Disease Prevention and Control,Act early to prevent delayed disease reporting. Report suspected disease outbreaks to health authorities.
PSA_02554,Health,Maternal and Child Health,Protect future generations by choosing to keep the child's immunization records safe.
PSA_02555,Health,Public Health Campaigns,Make a responsible health choice today: seek screening for common preventable diseases.
PSA_02556,Health,Mental Health Awareness,Working together helps prevent emotional distress. Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02557,Health,Disease Prevention and Control,Every community can reduce the risk of food-borne illness. Store food safely and cook it thoroughly.
PSA_02558,Health,Maternal and Child Health,Use trusted sources when learning about food-borne illness in infants. Follow safe infant feeding practices.
PSA_02559,Health,Mental Health Awareness,Protect families from social isolation. Listen without judgment to people experiencing distress.
PSA_02560,Health,Mental Health Awareness,"If you suspect emotional distress, speak to a trusted adult or qualified counsellor when overwhelmed."
PSA_02561,Health,Healthcare Access,Every community can reduce the risk of untreated chronic illness. Seek referrals through recognized health facilities.
PSA_02562,Health,Maternal and Child Health,Help protect breastfeeding mothers by choosing to follow safe infant feeding practices.
PSA_02563,Health,Disease Prevention and Control,Complete all prescribed medication to prevent avoidable harm.
PSA_02564,Health,Disease Prevention and Control,Everyone has a role in preventing mosquito-borne diseases. Remove stagnant water around homes.
PSA_02565,Health,Mental Health Awareness,County Mental Health Services recommend that families listen without judgment to people experiencing distress.
PSA_02566,Health,Maternal and Child Health,Respond quickly when health risks appear. Ensure children receive all routine immunizations.
PSA_02567,Health,Disease Prevention and Control,Help protect parents and caregivers by choosing to store food safely and cook it thoroughly.
PSA_02568,Health,Healthcare Access,Take responsibility for your health. Seek referrals through recognized health facilities.
PSA_02569,Health,Mental Health Awareness,Make supportive communication part of everyday life. Listen without judgment to people experiencing distress.
PSA_02570,Health,Healthcare Access,Use medicines only as prescribed by qualified professionals. Do not ignore the risk of incorrect medicine use.
PSA_02571,Health,Mental Health Awareness,Speak to a trusted adult or qualified counsellor when overwhelmed to support emotional support.
PSA_02572,Health,Healthcare Access,Public hospitals urge members of the public to use medicines only as prescribed by qualified professionals.
PSA_02573,Health,Public Health Campaigns,Ask qualified professionals for help when needed. Attend free health screening events.
PSA_02574,Health,Disease Prevention and Control,Parents and caregivers: Ensure children receive routine immunization.
PSA_02575,Health,Maternal and Child Health,Choose safe health practices. Attend all scheduled antenatal clinic visits.
PSA_02576,Health,Disease Prevention and Control,Act early to prevent dengue fever. Remove stagnant water around homes.
PSA_02577,Health,Public Health Campaigns,World Health Organization recommends that community groups avoid spreading unverified medical claims.
PSA_02578,Health,Public Health Campaigns,Community health services encourage people living with chronic conditions to check your blood pressure regularly.
PSA_02579,Health,Disease Prevention and Control,Protect community leaders from measles. Report suspected disease outbreaks to health authorities.
PSA_02580,Health,Disease Prevention and Control,Reduce the risk of dengue fever: use insecticide-treated mosquito nets every night.
PSA_02581,Health,Healthcare Access,Patients are encouraged to seek referrals through recognized health facilities.
PSA_02582,Health,Public Health Campaigns,Kenya Red Cross Society advises action against misinformation about health: follow verified health information.
PSA_02583,Health,Mental Health Awareness,Your health matters. Seek professional mental health support when needed.
PSA_02584,Health,Public Health Campaigns,Stay safe from poor sanitation. Maintain a clean home and neighbourhood.
PSA_02585,Health,Healthcare Access,Protect yourself and your family by choosing to register for available public health insurance programmes.
PSA_02586,Health,Public Health Campaigns,Maintain a clean home and neighbourhood. Seek official guidance from local government authorities when necessary.
PSA_02587,Health,Maternal and Child Health,Early action helps prevent childhood infections. Ensure children receive all routine immunizations.
PSA_02588,Health,Mental Health Awareness,Community health services recommend that families listen without judgment to people experiencing distress.
PSA_02589,Health,Healthcare Access,"Patients, remember to seek referrals through recognized health facilities."
PSA_02590,Health,Mental Health Awareness,Mental health clinics encourage workers to seek professional mental health support when needed.
PSA_02591,Health,Maternal and Child Health,Support healthy practices in community health centres. Take newborns for scheduled health check-ups.
PSA_02592,Health,Healthcare Access,Families are advised to use official emergency medical contacts.
PSA_02593,Health,Mental Health Awareness,Licensed counselling centres encourage students to speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02594,Health,Disease Prevention and Control,Prevent avoidable illness. Store food safely and cook it thoroughly.
PSA_02595,Health,Healthcare Access,Keep all medical appointment dates as advised by public hospitals.
PSA_02596,Health,Disease Prevention and Control,Drink treated or boiled water. Protect yourself and those around you.
PSA_02597,Health,Healthcare Access,"Healthy choices protect individuals, families, and communities. Use medicines only as prescribed by qualified professionals."
PSA_02598,Health,Disease Prevention and Control,Ministry of Health: Report suspected disease outbreaks to health authorities to reduce the risk of COVID-19.
PSA_02599,Health,Healthcare Access,Choose healthy behaviours every day. Use official emergency medical contacts.
PSA_02600,Health,Disease Prevention and Control,Make infection prevention part of everyday life. Complete all prescribed medication.
PSA_02601,Health,Maternal and Child Health,Prevent the spread of maternal illness. Attend all scheduled antenatal clinic visits.
PSA_02602,Health,Maternal and Child Health,Small actions can reduce the risk of closely spaced pregnancies. Seek advice about family planning from qualified providers.
PSA_02603,Health,Public Health Campaigns,Ministry of Health encourages everyone to attend free health screening events.
PSA_02604,Health,Mental Health Awareness,Prioritize professional counselling. Seek professional mental health support when needed.
PSA_02605,Health,Disease Prevention and Control,Seek medical attention when symptoms appear. Protect yourself and those around you.
PSA_02606,Health,Public Health Campaigns,Respond quickly when health risks appear. Attend free health screening events.
PSA_02607,Health,Disease Prevention and Control,"Stay informed, stay safe, and seek medical attention when symptoms appear."
PSA_02608,Health,Mental Health Awareness,"When signs of untreated mental health conditions appear, seek professional mental health support when needed."
PSA_02609,Health,Disease Prevention and Control,Remove stagnant water around homes.
PSA_02610,Health,Healthcare Access,Take action against counterfeit medicines: report suspected counterfeit medicines to the authorities.
PSA_02611,Health,Disease Prevention and Control,Prioritize preventive healthcare. Ensure children receive routine immunization.
PSA_02612,Health,Healthcare Access,Avoid the dangers of incorrect medicine use: use medicines only as prescribed by qualified professionals.
PSA_02613,Health,Public Health Campaigns,Seek screening for common preventable diseases. Do not ignore the risk of lack of health screening.
PSA_02614,Health,Disease Prevention and Control,Store food safely and cook it thoroughly to strengthen public hygiene.
PSA_02615,Health,Healthcare Access,Help prevent failure to seek preventive care: seek early medical care before symptoms become severe.
PSA_02616,Health,Healthcare Access,Ministry of Health advises parents and caregivers to report suspected counterfeit medicines to the authorities.
PSA_02617,Health,Mental Health Awareness,Older adults are encouraged to seek professional mental health support when needed.
PSA_02618,Health,Public Health Campaigns,Help prevent lack of health screening: seek screening for common preventable diseases.
PSA_02619,Health,Public Health Campaigns,Small actions can reduce the risk of poor personal hygiene. Maintain a clean home and neighbourhood.
PSA_02620,Health,Disease Prevention and Control,Ministry of Health: Ensure children receive routine immunization.
PSA_02621,Health,Maternal and Child Health,Protect your community by choosing to seek advice about family planning from qualified providers.
PSA_02622,Health,Public Health Campaigns,Help prevent non-communicable diseases: check your blood pressure regularly.
PSA_02623,Health,Maternal and Child Health,Every community can reduce the risk of birth complications. Deliver at a recognized health facility.
PSA_02624,Health,Mental Health Awareness,Avoid unsafe practices that increase the risk of delayed access to counselling. Seek professional mental health support when needed.
PSA_02625,Health,Disease Prevention and Control,Healthy habits can reduce the risk of food-borne illness. Store food safely and cook it thoroughly.
PSA_02626,Health,Mental Health Awareness,Reduce the risk of emotional distress: listen without judgment to people experiencing distress.
PSA_02627,Health,Healthcare Access,Every household can support better health by choosing to verify that healthcare providers are properly licensed.
PSA_02628,Health,Mental Health Awareness,Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02629,Health,Maternal and Child Health,Help prevent measles: ensure children receive all routine immunizations.
PSA_02630,Health,Maternal and Child Health,Seek treatment promptly when a child has difficulty breathing to reduce the risk of breathing complications.
PSA_02631,Health,Disease Prevention and Control,World Health Organization reminds parents and caregivers to use insecticide-treated mosquito nets every night.
PSA_02632,Health,Maternal and Child Health,"Healthy choices protect individuals, families, and communities. Seek advice about family planning from qualified providers."
PSA_02633,Health,Disease Prevention and Control,Ensure children receive routine immunization before the effects of measles become more serious.
PSA_02634,Health,Public Health Campaigns,Prevent the spread of poor personal hygiene. Maintain a clean home and neighbourhood.
PSA_02635,Health,Public Health Campaigns,Your health matters. Check your blood pressure regularly.
PSA_02636,Health,Public Health Campaigns,Use trusted sources when learning about misinformation about health. Follow verified health information.
PSA_02637,Health,Maternal and Child Health,Be alert to lack of skilled maternity care and support mothers in accessing maternal healthcare.
PSA_02638,Health,Maternal and Child Health,Good reproductive health begins with responsible action: seek advice about family planning from qualified providers.
PSA_02639,Health,Disease Prevention and Control,Ask qualified professionals for help when needed. Complete all prescribed medication.
PSA_02640,Health,Disease Prevention and Control,Patients are advised to complete all prescribed medication.
PSA_02641,Health,Maternal and Child Health,Choose healthy behaviours every day. Deliver at a recognized health facility.
PSA_02642,Health,Public Health Campaigns,Do your part to reduce the risk of late disease diagnosis. Check your blood pressure regularly.
PSA_02643,Health,Healthcare Access,"When signs of delayed medical treatment appear, seek early medical care before symptoms become severe."
PSA_02644,Health,Public Health Campaigns,Seek screening for common preventable diseases as part of good early detection.
PSA_02645,Health,Healthcare Access,Listen to qualified health professionals and keep all medical appointment dates.
PSA_02646,Health,Disease Prevention and Control,"When signs of cholera appear, drink treated or boiled water."
PSA_02647,Health,Mental Health Awareness,Healthy habits can reduce the risk of emotional distress. Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02648,Health,Maternal and Child Health,"If you suspect missed immunization, ensure children receive all routine immunizations."
PSA_02649,Health,Healthcare Access,Take responsibility for your health. Use medicines only as prescribed by qualified professionals.
PSA_02650,Health,Maternal and Child Health,Ministry of Health warns that nutritional deficiencies may affect breastfeeding mothers. Take prescribed supplements as directed.
PSA_02651,Health,Public Health Campaigns,Taking action today can reduce the risk of diabetes. Adopt healthy eating habits.
PSA_02652,Health,Mental Health Awareness,Make psychological support part of everyday life. Seek professional mental health support when needed.
PSA_02653,Health,Maternal and Child Health,Ministry of Health: Ensure children receive all routine immunizations.
PSA_02654,Health,Healthcare Access,Protect your loved ones by choosing to keep all medical appointment dates.
PSA_02655,Health,Maternal and Child Health,County Department of Health: Deliver at a recognized health facility to reduce the risk of newborn complications.
PSA_02656,Health,Disease Prevention and Control,Cover your mouth and nose when coughing or sneezing as advised by Ministry of Health.
PSA_02657,Health,Public Health Campaigns,Ministry of Health advises people living with chronic conditions in community centres to attend free health screening events.
PSA_02658,Health,Disease Prevention and Control,World Health Organization encourages everyone to cover your mouth and nose when coughing or sneezing.
PSA_02659,Health,Mental Health Awareness,Public hospitals: Seek professional mental health support when needed to reduce the risk of delayed access to counselling.
PSA_02660,Health,Maternal and Child Health,Deliver at a recognized health facility. Seek official guidance from County Department of Health when necessary.
PSA_02661,Health,Maternal and Child Health,Nutrition support programmes remind families with newborn babies to follow safe infant feeding practices.
PSA_02662,Health,Healthcare Access,Prevent the spread of counterfeit medicines. Use medicines only as prescribed by qualified professionals.
PSA_02663,Health,Public Health Campaigns,World Health Organization recommends that members of the public avoid spreading unverified medical claims.
PSA_02664,Health,Healthcare Access,Make qualified healthcare provider part of everyday life. Verify that healthcare providers are properly licensed.
PSA_02665,Health,Mental Health Awareness,Listen without judgment to people experiencing distress. This guidance is intended for community leaders.
PSA_02666,Health,Healthcare Access,"To promote health insurance, register for available public health insurance programmes."
PSA_02667,Health,Healthcare Access,Ministry of Health advises parents and caregivers in pharmacies to verify that healthcare providers are properly licensed.
PSA_02668,Health,Maternal and Child Health,Support prevention efforts in community health centres. Seek treatment promptly when a child has difficulty breathing.
PSA_02669,Health,Maternal and Child Health,Attend all scheduled antenatal clinic visits. Public hospitals remind pregnant women to act early.
PSA_02670,Health,Healthcare Access,Seek early medical care before symptoms become severe. Seek official guidance from County Department of Health when necessary.
PSA_02671,Health,Disease Prevention and Control,Ask qualified professionals for help when needed. Drink treated or boiled water.
PSA_02672,Health,Public Health Campaigns,"When signs of diabetes appear, adopt healthy eating habits."
PSA_02673,Health,Healthcare Access,This message is for people living with chronic conditions: seek referrals through recognized health facilities.
PSA_02674,Health,Mental Health Awareness,Take action against untreated mental health conditions: seek professional mental health support when needed.
PSA_02675,Health,Public Health Campaigns,Healthy habits can reduce the risk of poor personal hygiene. Maintain a clean home and neighbourhood.
PSA_02676,Health,Disease Prevention and Control,Use insecticide-treated mosquito nets every night to protect parents and caregivers from mosquito-borne diseases.
PSA_02677,Health,Public Health Campaigns,Taking action today can reduce the risk of misinformation about health. Follow verified health information.
PSA_02678,Health,Public Health Campaigns,Early action protects health. Attend free health screening events.
PSA_02679,Health,Public Health Campaigns,People living with chronic conditions should check their blood pressure regularly.
PSA_02680,Health,Mental Health Awareness,Listen without judgment to people experiencing distress before the effects of mental health stigma become more serious.
PSA_02681,Health,Mental Health Awareness,Protect others by making the safe choice to speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02682,Health,Disease Prevention and Control,Ministry of Health urges members of the public to complete all prescribed medication.
PSA_02683,Health,Healthcare Access,Ministry of Health encourages everyone to register for available public health insurance programmes.
PSA_02684,Health,Public Health Campaigns,"If you suspect misinformation about health, follow verified health information."
PSA_02685,Health,Mental Health Awareness,Take responsibility for your health. Seek professional mental health support when needed.
PSA_02686,Health,Maternal and Child Health,County Department of Health urges pregnant women to deliver at a recognized health facility.
PSA_02687,Health,Mental Health Awareness,"Stay informed, stay safe, and seek professional mental health support when needed."
PSA_02688,Health,Healthcare Access,Do your part to reduce the risk of missed medical appointments. Keep all medical appointment dates.
PSA_02689,Health,Public Health Campaigns,World Health Organization advises people living with chronic conditions to seek screening for common preventable diseases.
PSA_02690,Health,Maternal and Child Health,Deliver at a recognized health facility as part of good newborn care.
PSA_02691,Health,Disease Prevention and Control,Parents and caregivers are advised to complete all prescribed medication.
PSA_02692,Health,Maternal and Child Health,Provide children with a balanced diet to strengthen nutrition support.
PSA_02693,Health,Maternal and Child Health,Follow official health guidance. Take prescribed supplements as directed.
PSA_02694,Health,Healthcare Access,Help protect patients by choosing to seek referrals through recognized health facilities.
PSA_02695,Health,Mental Health Awareness,Listen without judgment to people experiencing distress. Seek official guidance from community health services when necessary.
PSA_02696,Health,Maternal and Child Health,Act early to prevent loss of medical records. Keep the child's immunization records safe.
PSA_02697,Health,Healthcare Access,Seek referrals through recognized health facilities before the effects of delayed medical treatment become more serious.
PSA_02698,Health,Maternal and Child Health,"If you suspect severe bleeding, seek immediate care when pregnancy danger signs appear."
PSA_02699,Health,Disease Prevention and Control,Protect yourself and your family by choosing to complete all prescribed medication.
PSA_02700,Health,Public Health Campaigns,Protect your community by choosing to maintain a clean home and neighbourhood.
PSA_02701,Health,Maternal and Child Health,Seek immediate care when pregnancy danger signs appear. Ministry of Health reminds expectant mothers to act early.
PSA_02702,Health,Disease Prevention and Control,Protect your community by choosing to use insecticide-treated mosquito nets every night.
PSA_02703,Health,Disease Prevention and Control,Every household can support better health by choosing to ensure children receive routine immunization.
PSA_02704,Health,Maternal and Child Health,Protect others by making the safe choice to take prescribed supplements as directed.
PSA_02705,Health,Maternal and Child Health,"When signs of closely spaced pregnancies appear, seek advice about family planning from qualified providers."
PSA_02706,Health,Maternal and Child Health,Every household can support better health by choosing to deliver at a recognized health facility.
PSA_02707,Health,Disease Prevention and Control,Follow guidance from local health authorities: complete all prescribed medication.
PSA_02708,Health,Mental Health Awareness,School counselling departments: Speak to a trusted adult or qualified counsellor when overwhelmed to reduce the risk of school-related stress.
PSA_02709,Health,Disease Prevention and Control,Early detection can improve health outcomes. Use insecticide-treated mosquito nets every night.
PSA_02710,Health,Public Health Campaigns,Protect those around you from diabetes. Attend free health screening events.
PSA_02711,Health,Mental Health Awareness,Seek professional mental health support when needed as part of good psychological support.
PSA_02712,Health,Public Health Campaigns,Small actions can reduce the risk of late disease diagnosis. Check your blood pressure regularly.
PSA_02713,Health,Public Health Campaigns,Attend free health screening events to reduce the risk of cancer.
PSA_02714,Health,Maternal and Child Health,Early detection can improve health outcomes. Deliver at a recognized health facility.
PSA_02715,Health,Public Health Campaigns,"Members of the public, remember to attend free health screening events."
PSA_02716,Health,Disease Prevention and Control,County Department of Health: Use insecticide-treated mosquito nets every night.
PSA_02717,Health,Maternal and Child Health,Seek immediate care when pregnancy danger signs appear as part of good timely treatment.
PSA_02718,Health,Maternal and Child Health,Avoid unsafe practices that increase the risk of unsafe delivery practices. Deliver at a recognized health facility.
PSA_02719,Health,Disease Prevention and Control,Early action protects health. Drink treated or boiled water.
PSA_02720,Health,Maternal and Child Health,"Stay informed, stay safe, and take prescribed supplements as directed."
PSA_02721,Health,Healthcare Access,Seek referrals through recognized health facilities. This guidance is intended for people living with chronic conditions.
PSA_02722,Health,Healthcare Access,Small actions can reduce the risk of counterfeit medicines. Report suspected counterfeit medicines to the authorities.
PSA_02723,Health,Mental Health Awareness,Seek professional mental health support when needed as advised by public hospitals.
PSA_02724,Health,Maternal and Child Health,Seek advice about family planning from qualified providers. This guidance is intended for women of reproductive age.
PSA_02725,Health,Maternal and Child Health,Seek advice about family planning from qualified providers. Protect yourself and those around you.
PSA_02726,Health,Maternal and Child Health,Protect yourself from nutritional deficiencies: provide children with a balanced diet.
PSA_02727,Health,Disease Prevention and Control,"If you suspect COVID-19, report suspected disease outbreaks to health authorities."
PSA_02728,Health,Mental Health Awareness,Listen without judgment to people experiencing distress. County Mental Health Services remind caregivers to act early.
PSA_02729,Health,Healthcare Access,Report suspected counterfeit medicines to the authorities to strengthen medicine safety.
PSA_02730,Health,Maternal and Child Health,Small actions can reduce the risk of missed immunization. Ensure children receive all routine immunizations.
PSA_02731,Health,Mental Health Awareness,Avoid the dangers of emotional distress: listen without judgment to people experiencing distress.
PSA_02732,Health,Maternal and Child Health,Child welfare clinics recommend that parents seek treatment promptly when a child has difficulty breathing.
PSA_02733,Health,Maternal and Child Health,Use trusted sources when learning about maternal illness. Attend all scheduled antenatal clinic visits.
PSA_02734,Health,Disease Prevention and Control,Healthy habits can reduce the risk of infectious disease outbreaks. Complete all prescribed medication.
PSA_02735,Health,Maternal and Child Health,"For better antenatal care, attend all scheduled antenatal clinic visits."
PSA_02736,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities and encourage others to do the same.
PSA_02737,Health,Mental Health Awareness,Seek professional mental health support when needed. Seek official guidance from mental health clinics when necessary.
PSA_02738,Health,Maternal and Child Health,Protect yourself from delayed maternal treatment: support mothers in accessing maternal healthcare.
PSA_02739,Health,Healthcare Access,County Department of Health warns that unsafe online medical advice may affect parents and caregivers. Verify that healthcare providers are properly licensed.
PSA_02740,Health,Maternal and Child Health,Support healthy practices in informal settlements. Support mothers in accessing maternal healthcare.
PSA_02741,Health,Healthcare Access,Reduce preventable illness by choosing to report suspected counterfeit medicines to the authorities.
PSA_02742,Health,Disease Prevention and Control,Good health starts with simple actions. Complete all prescribed medication.
PSA_02743,Health,Disease Prevention and Control,Every household can support better health by choosing to report suspected disease outbreaks to health authorities.
PSA_02744,Health,Healthcare Access,Every community can reduce the risk of failure to seek preventive care. Seek early medical care before symptoms become severe.
PSA_02745,Health,Mental Health Awareness,Protect yourself from emotional distress: seek professional mental health support when needed.
PSA_02746,Health,Healthcare Access,Keep your community safe: report suspected counterfeit medicines to the authorities.
PSA_02747,Health,Healthcare Access,Ministry of Health reminds low-income families to register for available public health insurance programmes.
PSA_02748,Health,Mental Health Awareness,County Mental Health Services advise action against emotional distress: listen without judgment to people experiencing distress.
PSA_02749,Health,Public Health Campaigns,"To promote risk reduction, maintain a clean home and neighbourhood."
PSA_02750,Health,Healthcare Access,Public hospitals advise patients in county referral hospitals to seek referrals through recognized health facilities.
PSA_02751,Health,Healthcare Access,Prevent avoidable illness. Register for available public health insurance programmes.
PSA_02752,Health,Disease Prevention and Control,Every community can reduce the risk of malaria. Remove stagnant water around homes.
PSA_02753,Health,Disease Prevention and Control,Store food safely and cook it thoroughly as part of good public hygiene.
PSA_02754,Health,Maternal and Child Health,Expectant mothers: Seek immediate care when pregnancy danger signs appear.
PSA_02755,Health,Maternal and Child Health,Prioritize child growth monitoring. Take newborns for scheduled health check-ups.
PSA_02756,Health,Disease Prevention and Control,Drink treated or boiled water. Early action can reduce the effects of infectious disease outbreaks.
PSA_02757,Health,Maternal and Child Health,Child welfare clinics urge new mothers to follow safe infant feeding practices.
PSA_02758,Health,Public Health Campaigns,Stay safe from low vaccination coverage. Participate in official vaccination campaigns.
PSA_02759,Health,Healthcare Access,Stay safe from delayed medical treatment. Seek early medical care before symptoms become severe.
PSA_02760,Health,Disease Prevention and Control,"Support prevention, early care, and healthy living. Ensure children receive routine immunization."
PSA_02761,Health,Mental Health Awareness,Everyone has a role in preventing untreated mental health conditions. Seek professional mental health support when needed.
PSA_02762,Health,Mental Health Awareness,Make a responsible health choice today: speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_02763,Health,Healthcare Access,Avoid the dangers of delayed medical treatment: seek early medical care before symptoms become severe.
PSA_02764,Health,Healthcare Access,"For better medicine safety, report suspected counterfeit medicines to the authorities."
PSA_02765,Health,Healthcare Access,"To support medicine safety, use medicines only as prescribed by qualified professionals."
PSA_02766,Health,Maternal and Child Health,Do your part to reduce the risk of unplanned pregnancy. Seek advice about family planning from qualified providers.
PSA_02767,Health,Disease Prevention and Control,Protect future generations by choosing to use insecticide-treated mosquito nets every night.
PSA_02768,Health,Healthcare Access,Healthy habits can reduce the risk of untreated chronic illness. Keep all medical appointment dates.
PSA_02769,Health,Healthcare Access,Early action helps prevent unlicensed healthcare providers. Verify that healthcare providers are properly licensed.
PSA_02770,Health,Disease Prevention and Control,Drink treated or boiled water. County Department of Health reminds members of the public to act early.
PSA_02771,Health,Mental Health Awareness,Protect community leaders from mental health stigma. Listen without judgment to people experiencing distress.
PSA_02772,Health,Healthcare Access,Support healthy practices in pharmacies. Verify that healthcare providers are properly licensed.
PSA_02773,Health,Public Health Campaigns,Protect your health today. Adopt healthy eating habits.
PSA_02774,Health,Public Health Campaigns,Maintain a clean home and neighbourhood. Early action can reduce the effects of preventable infections.
