psa_id,domain,subcategory,psa_text
PSA_02736,Education,Education Administration,Good education begins with informed action. Report administrative errors promptly.
PSA_02737,Education,Child Protection and School Safety,"In school transport vehicles, help prevent school violence by choosing to report unsafe conditions promptly."
PSA_02738,Education,Examinations and Assessment,School administration calls on examination candidates to prepare honestly for examinations.
PSA_02739,Education,Teaching and Learning,"In school libraries, help prevent low academic performance by choosing to develop regular reading habits."
PSA_02740,Education,Parent and Community Engagement,Parents Association urges school administrators to encourage children to attend school.
PSA_02741,Education,School Attendance,Learners: monitor learner attendance consistently.
PSA_02742,Education,Education Administration,Do not wait for misuse of school resources to become serious. Maintain accurate school records.
PSA_02743,Education,School Health and Hygiene,Do not wait for food contamination to become serious. Keep classrooms and washrooms clean.
PSA_02744,Education,School Attendance,Make learning continuity part of everyday education practice. Attend school regularly.
PSA_02745,Education,Parent and Community Engagement,Ministry of Education encourages community leaders to report barriers preventing children from attending school.
PSA_02746,Education,Teaching and Learning,Be alert to limited learner participation and provide constructive feedback to learners.
PSA_02747,Education,Child Protection and School Safety,Parents and guardians: seek help from a trusted adult.
PSA_02748,Education,Teaching and Learning,"To improve critical thinking, revise lessons consistently."
PSA_02749,Education,Education Administration,Working together can help prevent loss of confidential information. Complete learner registration on time.
PSA_02750,Education,Examinations and Assessment,Teachers Service Commission calls on parents and guardians to verify candidate registration details.
PSA_02751,Education,ICT and Digital Safety,Working together can help prevent accessing harmful online content. Log out after using shared computers.
PSA_02752,Education,Examinations and Assessment,"For better academic honesty, follow all examination instructions."
PSA_02753,Education,School Attendance,Working together can help prevent unexplained absences. Support learners facing attendance difficulties.
PSA_02754,Education,ICT and Digital Safety,Reduce preventable setbacks by choosing to use strong and unique passwords.
PSA_02755,Education,School Health and Hygiene,"Promote safe, inclusive, and effective learning. Keep classrooms and washrooms clean."
PSA_02756,Education,Education Administration,"In county education offices, help prevent poor communication by choosing to manage school resources responsibly."
PSA_02757,Education,Parent and Community Engagement,Board of Management encourages parents and guardians to encourage children to attend school.
PSA_02758,Education,ICT and Digital Safety,Help reduce sharing personal information online by choosing to report cyberbullying to a trusted adult.
PSA_02759,Education,Teaching and Learning,Teachers Service Commission reminds school administrators to provide constructive feedback to learners.
PSA_02760,Education,ICT and Digital Safety,Support inclusive education by choosing to log out after using shared computers.
PSA_02761,Education,Examinations and Assessment,Prevent avoidable education challenges. Verify candidate registration details.
PSA_02762,Education,School Attendance,Board of Management encourages parents and guardians to attend school regularly.
PSA_02763,Education,Education Administration,Make records management part of everyday education practice. Protect confidential learner information.
PSA_02764,Education,Child Protection and School Safety,Support inclusive education by choosing to support learners affected by violence.
PSA_02765,Education,School Health and Hygiene,"To improve menstrual hygiene, drink water from safe sources."
PSA_02766,Education,Examinations and Assessment,Examination office recommends that school administrators verify candidate registration details.
PSA_02767,Education,School Attendance,School administration urges learners to communicate attendance concerns to the school.
PSA_02768,Education,ICT and Digital Safety,Prioritize data privacy. Avoid suspicious links and downloads.
PSA_02769,Education,School Health and Hygiene,Good education begins with informed action. Promote menstrual hygiene with dignity.
PSA_02770,Education,School Attendance,Take action against unexplained absences: attend school regularly.
PSA_02771,Education,Child Protection and School Safety,Education works best when everyone takes responsibility. Support learners affected by violence.
PSA_02772,Education,Child Protection and School Safety,Help reduce unsafe school facilities by choosing to seek help from a trusted adult.
PSA_02773,Education,Teaching and Learning,Ministry of Education encourages teachers to use approved learning resources.
PSA_02774,Education,ICT and Digital Safety,Reduce preventable setbacks by choosing to log out after using shared computers.
PSA_02775,Education,ICT and Digital Safety,Do not wait for unsafe internet use to become serious. Use strong and unique passwords.
PSA_02776,Education,Teaching and Learning,Challenge misinformation and follow verified education guidance. Use approved learning resources.
PSA_02777,Education,Teaching and Learning,Protect learners from incomplete assignments: develop regular reading habits.
PSA_02778,Education,Parent and Community Engagement,Everyone has a role in preventing school dropout. Support homework and study at home.
PSA_02779,Education,Teaching and Learning,"Promote safe, inclusive, and effective learning. Provide constructive feedback to learners."
PSA_02780,Education,School Attendance,Follow official advice from Board of Management: arrive at school on time.
PSA_02781,Education,School Attendance,"In primary schools, help prevent school dropout by choosing to monitor learner attendance consistently."
PSA_02782,Education,Examinations and Assessment,Small actions can reduce the risk of poor examination preparation. Review answers before submitting.
PSA_02783,Education,Child Protection and School Safety,Help reduce school violence by choosing to report bullying immediately.
PSA_02784,Education,Child Protection and School Safety,Take action against unsafe school facilities: respect the rights and personal boundaries of others.
PSA_02785,Education,School Health and Hygiene,Challenge misinformation and follow verified education guidance. Promote menstrual hygiene with dignity.
PSA_02786,Education,School Attendance,Promote a positive learning environment. Arrive at school on time.
PSA_02787,Education,School Health and Hygiene,Protect learners from unsafe drinking water: follow safe food-handling practices.
PSA_02788,Education,School Health and Hygiene,Help reduce spread of infectious diseases by choosing to keep classrooms and washrooms clean.
PSA_02789,Education,School Attendance,Take action against loss of learning time: arrive at school on time.
PSA_02790,Education,School Health and Hygiene,Prioritize handwashing. Keep classrooms and washrooms clean.
PSA_02791,Education,Parent and Community Engagement,County Education Office advises immediate action against lack of home learning support: attend school meetings regularly.
PSA_02792,Education,Teaching and Learning,Teachers Service Commission urges teachers to complete assignments on time.
PSA_02793,Education,School Attendance,Follow official advice from County Education Office: arrive at school on time.
PSA_02794,Education,Education Administration,Education Standards Office urges Board of Management members to maintain accurate school records.
PSA_02795,Education,School Attendance,Make punctuality part of everyday education practice. Monitor learner attendance consistently.
PSA_02796,Education,Education Administration,"To improve learner registration, complete learner registration on time."
PSA_02797,Education,Teaching and Learning,Do not wait for limited learner participation to become serious. Use approved learning resources.
PSA_02798,Education,School Attendance,Take action against persistent lateness: report unexplained absences promptly.
PSA_02799,Education,School Health and Hygiene,School administration reminds parents and guardians to report signs of illness early.
PSA_02800,Education,School Health and Hygiene,Make handwashing part of everyday education practice. Keep classrooms and washrooms clean.
PSA_02801,Education,School Attendance,Follow official advice from County Education Office: monitor learner attendance consistently.
PSA_02802,Education,Examinations and Assessment,Prioritize examination integrity. Arrive at the examination venue early.
PSA_02803,Education,Teaching and Learning,School administration calls on teachers to participate actively in classroom activities.
PSA_02804,Education,ICT and Digital Safety,Protect academic progress by choosing to protect personal information online.
PSA_02805,Education,School Health and Hygiene,Make menstrual hygiene part of everyday education practice. Keep classrooms and washrooms clean.
PSA_02806,Education,Examinations and Assessment,Working together can help prevent examination stress. Carry only approved examination materials.
PSA_02807,Education,Parent and Community Engagement,"In community halls, help prevent low parental involvement by choosing to encourage children to attend school."
PSA_02808,Education,School Health and Hygiene,Early action can prevent malnutrition. Drink water from safe sources.
PSA_02809,Education,Child Protection and School Safety,Small actions can reduce the risk of child abuse. Promote a safe and inclusive learning environment.
PSA_02810,Education,School Health and Hygiene,Take action against poor hygiene: keep classrooms and washrooms clean.
PSA_02811,Education,Child Protection and School Safety,Use trusted education guidance and report unsafe conditions promptly.
PSA_02812,Education,Teaching and Learning,Support reading culture by choosing to provide constructive feedback to learners.
PSA_02813,Education,Education Administration,Ministry of Education advises teachers to report administrative errors promptly.
PSA_02814,Education,School Attendance,Working together can help prevent poor attendance. Arrive at school on time.
PSA_02815,Education,Examinations and Assessment,Support inclusive education by choosing to manage revision time carefully.
PSA_02816,Education,Education Administration,Prevent avoidable education challenges. Communicate official updates clearly.
PSA_02817,Education,Education Administration,Education Standards Office recommends that education officers maintain accurate school records.
PSA_02818,Education,Teaching and Learning,Teachers Service Commission recommends that school administrators provide constructive feedback to learners.
PSA_02819,Education,Teaching and Learning,"In study rooms, help prevent learning gaps by choosing to revise lessons consistently."
PSA_02820,Education,School Health and Hygiene,Take action against poor hygiene: drink water from safe sources.
PSA_02821,Education,Examinations and Assessment,Make continuous assessment part of everyday education practice. Carry only approved examination materials.
PSA_02822,Education,Teaching and Learning,"In study rooms, help prevent limited learner participation by choosing to participate actively in classroom activities."
PSA_02823,Education,Teaching and Learning,Reduce preventable setbacks by choosing to use approved learning resources.
PSA_02824,Education,School Attendance,Small actions can reduce the risk of unexplained absences. Arrive at school on time.
PSA_02825,Education,School Attendance,Protect learners from poor attendance: support learners facing attendance difficulties.
PSA_02826,Education,Education Administration,Education Standards Office reminds Board of Management members to follow approved education procedures.
PSA_02827,Education,Child Protection and School Safety,Strengthen learner welfare by choosing to support learners affected by violence.
PSA_02828,Education,School Health and Hygiene,Small actions can reduce the risk of unsafe drinking water. Keep classrooms and washrooms clean.
PSA_02829,Education,Examinations and Assessment,Invigilators: carry only approved examination materials.
PSA_02830,Education,Examinations and Assessment,Make academic honesty part of everyday education practice. Arrive at the examination venue early.
PSA_02831,Education,Examinations and Assessment,Kenya National Examinations Council calls on teachers to verify candidate registration details.
PSA_02832,Education,Child Protection and School Safety,School administration urges teachers to report child protection concerns to a trusted authority.
PSA_02833,Education,School Health and Hygiene,Ministry of Health reminds food handlers to support good nutrition among learners.
PSA_02834,Education,Parent and Community Engagement,"If you notice signs of poor communication between families and schools, create a supportive home learning environment."
PSA_02835,Education,Examinations and Assessment,Help reduce failure to follow examination instructions by choosing to review answers before submitting.
PSA_02836,Education,Teaching and Learning,National Library Service advises teacher trainees to revise lessons consistently.
PSA_02837,Education,Child Protection and School Safety,Ministry of Education calls on parents and guardians to seek help from a trusted adult.
PSA_02838,Education,ICT and Digital Safety,Digital learning coordinators: use strong and unique passwords.
PSA_02839,Education,Parent and Community Engagement,Be alert to misinformation about school activities and report barriers preventing children from attending school.
PSA_02840,Education,ICT and Digital Safety,Help reduce cyberbullying by choosing to log out after using shared computers.
PSA_02841,Education,Teaching and Learning,Support better learning outcomes by choosing to complete assignments on time.
PSA_02842,Education,Child Protection and School Safety,Children Services Department advises immediate action against harassment: report bullying immediately.
PSA_02843,Education,School Health and Hygiene,School Health Programme calls on food handlers to drink water from safe sources.
PSA_02844,Education,School Health and Hygiene,Ministry of Education recommends that school staff drink water from safe sources.
PSA_02845,Education,Examinations and Assessment,Small actions can reduce the risk of examination malpractice. Carry only approved examination materials.
PSA_02846,Education,School Health and Hygiene,Ministry of Health advises immediate action against food contamination: follow safe food-handling practices.
PSA_02847,Education,Education Administration,Challenge misinformation and follow verified education guidance. Protect confidential learner information.
PSA_02848,Education,Parent and Community Engagement,Take action against school dropout: participate in school activities.
PSA_02849,Education,Education Administration,"For better resource management, maintain accurate school records."
PSA_02850,Education,Teaching and Learning,Take action against limited learner participation: use approved learning resources.
PSA_02851,Education,ICT and Digital Safety,Kenya Institute of Curriculum Development advises school administrators to use school devices only for approved learning.
PSA_02852,Education,ICT and Digital Safety,"In computer laboratories, help prevent cyberbullying by choosing to log out after using shared computers."
PSA_02853,Education,Child Protection and School Safety,Protect academic progress by choosing to respect the rights and personal boundaries of others.
PSA_02854,Education,Parent and Community Engagement,School administration encourages families to verify official school information.
PSA_02855,Education,ICT and Digital Safety,Kenya Institute of Curriculum Development reminds school administrators to protect personal information online.
PSA_02856,Education,Examinations and Assessment,Reduce preventable setbacks by choosing to manage revision time carefully.
PSA_02857,Education,Examinations and Assessment,Choose responsible education practices every day. Arrive at the examination venue early.
PSA_02858,Education,School Attendance,Do not wait for unexplained absences to become serious. Report unexplained absences promptly.
PSA_02859,Education,Parent and Community Engagement,Board of Management recommends that families communicate with teachers about learner progress.
PSA_02860,Education,ICT and Digital Safety,Help reduce cyberbullying by choosing to protect personal information online.
PSA_02861,Education,School Health and Hygiene,Strengthen learner welfare by choosing to follow safe food-handling practices.
PSA_02862,Education,School Attendance,Small actions can reduce the risk of school dropout. Arrive at school on time.
PSA_02863,Education,Child Protection and School Safety,Take action against drug abuse: promote a safe and inclusive learning environment.
PSA_02864,Education,Education Administration,Prioritize education accountability. Maintain accurate school records.
PSA_02865,Education,Parent and Community Engagement,School administration encourages school administrators to participate in school activities.
PSA_02866,Education,Education Administration,"For better resource management, follow approved education procedures."
PSA_02867,Education,ICT and Digital Safety,Small actions can reduce the risk of cyberbullying. Report cyberbullying to a trusted adult.
PSA_02868,Education,School Health and Hygiene,"To improve learner nutrition, drink water from safe sources."
PSA_02869,Education,School Attendance,Help reduce poor attendance by choosing to report unexplained absences promptly.
PSA_02870,Education,Teaching and Learning,"If you notice signs of low academic performance, provide constructive feedback to learners."
PSA_02871,Education,Parent and Community Engagement,Help reduce school dropout by choosing to participate in school activities.
PSA_02872,Education,Parent and Community Engagement,Protect academic progress by choosing to support homework and study at home.
PSA_02873,Education,Examinations and Assessment,School administration encourages school administrators to carry only approved examination materials.
PSA_02874,Education,Teaching and Learning,Do not wait for misuse of learning resources to become serious. Use approved learning resources.
PSA_02875,Education,Examinations and Assessment,Support candidate registration by choosing to report suspected examination malpractice.
PSA_02876,Education,School Health and Hygiene,Everyone has a role in preventing unsafe drinking water. Support good nutrition among learners.
PSA_02877,Education,School Attendance,"If you notice signs of poor attendance, report unexplained absences promptly."
PSA_02878,Education,Child Protection and School Safety,Early action can prevent school violence. Support learners affected by violence.
PSA_02879,Education,Teaching and Learning,Responsible choices support safer schools. Use approved learning resources.
PSA_02880,Education,ICT and Digital Safety,School administration calls on learners to use school devices only for approved learning.
PSA_02881,Education,School Attendance,"If you notice signs of unexplained absences, report unexplained absences promptly."
PSA_02882,Education,Examinations and Assessment,Promote a positive learning environment. Verify candidate registration details.
PSA_02883,Education,Teaching and Learning,Everyone has a role in preventing poor reading habits. Complete assignments on time.
PSA_02884,Education,Examinations and Assessment,Kenya National Examinations Council urges parents and guardians to carry only approved examination materials.
PSA_02885,Education,Teaching and Learning,Early action can prevent poor reading habits. Develop regular reading habits.
PSA_02886,Education,Teaching and Learning,Help reduce learning gaps by choosing to provide constructive feedback to learners.
PSA_02887,Education,School Attendance,"For better school attendance, communicate attendance concerns to the school."
PSA_02888,Education,Parent and Community Engagement,Make parental involvement part of everyday education practice. Participate in school activities.
PSA_02889,Education,Child Protection and School Safety,Challenge misinformation and follow verified education guidance. Report child protection concerns to a trusted authority.
PSA_02890,Education,Parent and Community Engagement,Protect learners from low parental involvement: attend school meetings regularly.
PSA_02891,Education,Child Protection and School Safety,Children Services Department advises immediate action against unsafe school facilities: promote a safe and inclusive learning environment.
PSA_02892,Education,School Attendance,"Promote safe, inclusive, and effective learning. Communicate attendance concerns to the school."
PSA_02893,Education,ICT and Digital Safety,Communications Authority advises immediate action against online scams: use school devices only for approved learning.
PSA_02894,Education,School Attendance,Early action can prevent school absenteeism. Support learners facing attendance difficulties.
PSA_02895,Education,Education Administration,School administration reminds education officers to report administrative errors promptly.
PSA_02896,Education,School Attendance,Choose responsible education practices every day. Encourage children to remain in school.
PSA_02897,Education,School Attendance,Challenge misinformation and follow verified education guidance. Communicate attendance concerns to the school.
PSA_02898,Education,School Attendance,Everyone has a role in preventing persistent lateness. Attend school regularly.
PSA_02899,Education,School Health and Hygiene,Ministry of Education advises immediate action against poor hygiene: promote menstrual hygiene with dignity.
PSA_02900,Education,Parent and Community Engagement,Protect learners from school dropout: verify official school information.
PSA_02901,Education,ICT and Digital Safety,School administration advises teachers to avoid suspicious links and downloads.
PSA_02902,Education,Teaching and Learning,National Library Service reminds teachers to ask for help when lessons are unclear.
PSA_02903,Education,Education Administration,Listen to qualified education professionals and maintain accurate school records.
PSA_02904,Education,School Health and Hygiene,Support menstrual hygiene by choosing to dispose of waste safely.
PSA_02905,Education,ICT and Digital Safety,Support digital citizenship by choosing to protect personal information online.
PSA_02906,Education,Education Administration,Make resource management part of everyday education practice. Follow approved education procedures.
PSA_02907,Education,School Health and Hygiene,Responsible choices support safer schools. Report signs of illness early.
PSA_02908,Education,Examinations and Assessment,Examination office recommends that school administrators manage revision time carefully.
PSA_02909,Education,School Health and Hygiene,"In dining halls, help prevent malnutrition by choosing to follow safe food-handling practices."
PSA_02910,Education,Teaching and Learning,Strengthen learner welfare by choosing to participate actively in classroom activities.
PSA_02911,Education,School Health and Hygiene,"In school compounds, help prevent poor hygiene by choosing to support good nutrition among learners."
PSA_02912,Education,Child Protection and School Safety,Small actions can reduce the risk of child abuse. Seek help from a trusted adult.
PSA_02913,Education,ICT and Digital Safety,Protect learners from sharing personal information online: avoid suspicious links and downloads.
PSA_02914,Education,Teaching and Learning,"In school libraries, help prevent limited learner participation by choosing to use approved learning resources."
PSA_02915,Education,Education Administration,Promote a positive learning environment. Complete learner registration on time.
PSA_02916,Education,Teaching and Learning,"To improve academic progress, ask for help when lessons are unclear."
PSA_02917,Education,School Attendance,Everyone has a role in preventing school dropout. Report unexplained absences promptly.
PSA_02918,Education,School Health and Hygiene,Take action against malnutrition: support good nutrition among learners.
PSA_02919,Education,School Health and Hygiene,School Health Programme urges parents and guardians to promote menstrual hygiene with dignity.
PSA_02920,Education,Child Protection and School Safety,Support better learning outcomes by choosing to follow school emergency procedures.
PSA_02921,Education,Examinations and Assessment,Everyone has a role in preventing missing candidate information. Review answers before submitting.
PSA_02922,Education,Teaching and Learning,Take action against misuse of learning resources: participate actively in classroom activities.
PSA_02923,Education,Parent and Community Engagement,Listen to qualified education professionals and verify official school information.
PSA_02924,Education,Examinations and Assessment,Ministry of Education encourages teachers to carry only approved examination materials.
PSA_02925,Education,ICT and Digital Safety,Take action against unsafe internet use: verify online information before sharing it.
PSA_02926,Education,Parent and Community Engagement,Responsible choices support safer schools. Support homework and study at home.
PSA_02927,Education,Parent and Community Engagement,Parents Association advises community leaders to encourage children to attend school.
PSA_02928,Education,Child Protection and School Safety,"For better safe learning environment, report child protection concerns to a trusted authority."
PSA_02929,Education,ICT and Digital Safety,"In online learning platforms, help prevent cyberbullying by choosing to use school devices only for approved learning."
PSA_02930,Education,Parent and Community Engagement,Ministry of Education encourages parents and guardians to communicate with teachers about learner progress.
PSA_02931,Education,School Attendance,Be alert to school absenteeism and encourage children to remain in school.
PSA_02932,Education,Child Protection and School Safety,Do not wait for unsafe school facilities to become serious. Seek help from a trusted adult.
PSA_02933,Education,Examinations and Assessment,Listen to qualified education professionals and verify candidate registration details.
PSA_02934,Education,Education Administration,Education Standards Office encourages education officers to use official communication channels.
PSA_02935,Education,School Health and Hygiene,"To improve safe drinking water, promote menstrual hygiene with dignity."
PSA_02936,Education,ICT and Digital Safety,Choose responsible education practices every day. Log out after using shared computers.
PSA_02937,Education,Examinations and Assessment,Help reduce late examination registration by choosing to follow all examination instructions.
PSA_02938,Education,ICT and Digital Safety,Do not wait for unsafe internet use to become serious. Verify online information before sharing it.
PSA_02939,Education,ICT and Digital Safety,Take action against cyberbullying: verify online information before sharing it.
PSA_02940,Education,ICT and Digital Safety,Communications Authority encourages teachers to log out after using shared computers.
PSA_02941,Education,School Health and Hygiene,"In school compounds, help prevent poor hygiene by choosing to dispose of waste safely."
PSA_02942,Education,Teaching and Learning,Everyone has a role in preventing poor reading habits. Ask for help when lessons are unclear.
PSA_02943,Education,Education Administration,Board of Management advises administrative staff to use official communication channels.
PSA_02944,Education,Examinations and Assessment,Invigilators: prepare honestly for examinations.
PSA_02945,Education,Parent and Community Engagement,Parents Association calls on parents and guardians to create a supportive home learning environment.
PSA_02946,Education,Parent and Community Engagement,Be alert to low parental involvement and participate in school activities.
PSA_02947,Education,School Health and Hygiene,Working together can help prevent spread of infectious diseases. Report signs of illness early.
PSA_02948,Education,Teaching and Learning,School administration encourages learners to develop regular reading habits.
PSA_02949,Education,Child Protection and School Safety,Children Services Department urges parents and guardians to report child protection concerns to a trusted authority.
PSA_02950,Education,Examinations and Assessment,Working together can help prevent examination malpractice. Verify candidate registration details.
PSA_02951,Education,Examinations and Assessment,Prevent avoidable education challenges. Manage revision time carefully.
PSA_02952,Education,Parent and Community Engagement,School administration advises parents and guardians to create a supportive home learning environment.
PSA_02953,Education,Examinations and Assessment,Teachers Service Commission advises immediate action against late examination registration: verify candidate registration details.
PSA_02954,Education,Child Protection and School Safety,"For better school safety, report child protection concerns to a trusted authority."
PSA_02955,Education,School Health and Hygiene,School Health Programme urges learners to wash hands with soap and clean water.
PSA_02956,Education,ICT and Digital Safety,Use trusted education guidance and use respectful language online.
PSA_02957,Education,ICT and Digital Safety,"In ICT centres, help prevent unsafe internet use by choosing to report cyberbullying to a trusted adult."
PSA_02958,Education,School Attendance,County Education Office urges learners to report unexplained absences promptly.
PSA_02959,Education,Child Protection and School Safety,Choose responsible education practices every day. Follow school emergency procedures.
PSA_02960,Education,School Health and Hygiene,"If you notice signs of malnutrition, support good nutrition among learners."
PSA_02961,Education,Education Administration,Board of Management advises education officers to use official communication channels.
PSA_02962,Education,Child Protection and School Safety,Small actions can reduce the risk of unsafe school facilities. Report bullying immediately.
PSA_02963,Education,Examinations and Assessment,Reduce preventable setbacks by choosing to review answers before submitting.
PSA_02964,Education,Child Protection and School Safety,Support child protection by choosing to report child protection concerns to a trusted authority.
PSA_02965,Education,Education Administration,Make records management part of everyday education practice. Use official communication channels.
PSA_02966,Education,School Attendance,Strengthen learner welfare by choosing to report unexplained absences promptly.
PSA_02967,Education,Parent and Community Engagement,Ministry of Education reminds community leaders to support homework and study at home.
PSA_02968,Education,Education Administration,Board of Management reminds education officers to use official communication channels.
PSA_02969,Education,School Health and Hygiene,"In dining halls, help prevent unsafe drinking water by choosing to support good nutrition among learners."
PSA_02970,Education,Teaching and Learning,Kenya Institute of Curriculum Development reminds school administrators to develop regular reading habits.
PSA_02971,Education,Child Protection and School Safety,Make anti-bullying part of everyday education practice. Report bullying immediately.
PSA_02972,Education,Child Protection and School Safety,"To improve safe learning environment, report unsafe conditions promptly."
PSA_02973,Education,Examinations and Assessment,Help reduce examination malpractice by choosing to verify candidate registration details.
PSA_02974,Education,ICT and Digital Safety,Support better learning outcomes by choosing to log out after using shared computers.
PSA_02975,Education,Teaching and Learning,Do not wait for limited learner participation to become serious. Participate actively in classroom activities.
PSA_02976,Education,Teaching and Learning,"To improve academic progress, provide constructive feedback to learners."
PSA_02977,Education,School Attendance,County Education Office advises immediate action against persistent lateness: communicate attendance concerns to the school.
PSA_02978,Education,School Attendance,Do not wait for school dropout to become serious. Attend school regularly.
PSA_02979,Education,Education Administration,Protect learners from late learner registration: complete learner registration on time.
PSA_02980,Education,School Attendance,School administrators: report unexplained absences promptly.
PSA_02981,Education,Parent and Community Engagement,Board of Management urges families to create a supportive home learning environment.
PSA_02982,Education,Child Protection and School Safety,Take action against harassment: respect the rights and personal boundaries of others.
PSA_02983,Education,ICT and Digital Safety,Ministry of Education urges school administrators to use respectful language online.
PSA_02984,Education,School Health and Hygiene,County Health Department calls on learners to promote menstrual hygiene with dignity.
PSA_02985,Education,School Health and Hygiene,Follow official advice from Ministry of Education: follow safe food-handling practices.
PSA_02986,Education,School Health and Hygiene,Everyone has a role in preventing spread of infectious diseases. Wash hands with soap and clean water.
PSA_02987,Education,ICT and Digital Safety,"In digital classrooms, help prevent online scams by choosing to avoid suspicious links and downloads."
PSA_02988,Education,Teaching and Learning,Prioritize curriculum delivery. Develop regular reading habits.
PSA_02989,Education,School Attendance,"To improve school enrolment, attend school regularly."
PSA_02990,Education,Teaching and Learning,"If you notice signs of learning gaps, complete assignments on time."
PSA_02991,Education,ICT and Digital Safety,"For better responsible internet use, protect personal information online."
PSA_02992,Education,Examinations and Assessment,Protect learners from poor examination preparation: review answers before submitting.
PSA_02993,Education,Parent and Community Engagement,Teachers: communicate with teachers about learner progress.
PSA_02994,Education,Examinations and Assessment,"To improve continuous assessment, review answers before submitting."
PSA_02995,Education,School Attendance,County Education Office calls on community leaders to monitor learner attendance consistently.
PSA_02996,Education,School Attendance,School administration urges parents and guardians to report unexplained absences promptly.
PSA_02997,Education,School Attendance,Make school attendance part of everyday education practice. Report unexplained absences promptly.
PSA_02998,Education,ICT and Digital Safety,Protect learners from unsafe internet use: use respectful language online.
PSA_02999,Education,Parent and Community Engagement,Good education begins with informed action. Support homework and study at home.
PSA_03000,Education,School Attendance,Education works best when everyone takes responsibility. Communicate attendance concerns to the school.
PSA_03001,Education,Teaching and Learning,Prioritize critical thinking. Revise lessons consistently.
PSA_03002,Education,Teaching and Learning,Teachers Service Commission advises teacher trainees to develop regular reading habits.
PSA_03003,Education,Child Protection and School Safety,Follow official advice from Board of Management: respect the rights and personal boundaries of others.
PSA_03004,Education,ICT and Digital Safety,Help reduce accessing harmful online content by choosing to log out after using shared computers.
PSA_03005,Education,ICT and Digital Safety,Protect learners from online scams: use strong and unique passwords.
PSA_03006,Education,Examinations and Assessment,"To improve examination integrity, prepare honestly for examinations."
PSA_03007,Education,Child Protection and School Safety,Good education begins with informed action. Report child protection concerns to a trusted authority.
PSA_03008,Education,Education Administration,Everyone has a role in preventing delayed administrative services. Communicate official updates clearly.
PSA_03009,Education,Child Protection and School Safety,Working together can help prevent school violence. Support learners affected by violence.
PSA_03010,Education,Examinations and Assessment,Ministry of Education calls on invigilators to review answers before submitting.
PSA_03011,Education,School Attendance,Support better learning outcomes by choosing to support learners facing attendance difficulties.
PSA_03012,Education,Examinations and Assessment,Help reduce examination stress by choosing to carry only approved examination materials.
PSA_03013,Education,Examinations and Assessment,School administration advises immediate action against poor examination preparation: arrive at the examination venue early.
PSA_03014,Education,School Attendance,Strengthen learner welfare by choosing to attend school regularly.
PSA_03015,Education,School Attendance,Everyone has a role in preventing unexplained absences. Encourage children to remain in school.
PSA_03016,Education,Teaching and Learning,Strengthen learner welfare by choosing to revise lessons consistently.
PSA_03017,Education,Teaching and Learning,National Library Service advises parents and guardians to provide constructive feedback to learners.
PSA_03018,Education,School Attendance,Good education begins with informed action. Attend school regularly.
PSA_03019,Education,Parent and Community Engagement,Small actions can reduce the risk of low parental involvement. Create a supportive home learning environment.
PSA_03020,Education,Parent and Community Engagement,Take action against limited community participation: attend school meetings regularly.
PSA_03021,Education,School Attendance,Small actions can reduce the risk of poor attendance. Communicate attendance concerns to the school.
PSA_03022,Education,Examinations and Assessment,Examination office reminds parents and guardians to arrive at the examination venue early.
PSA_03023,Education,Child Protection and School Safety,Prevent avoidable education challenges. Promote a safe and inclusive learning environment.
PSA_03024,Education,Parent and Community Engagement,Make home learning support part of everyday education practice. Verify official school information.
PSA_03025,Education,School Attendance,Working together can help prevent loss of learning time. Encourage children to remain in school.
PSA_03026,Education,Examinations and Assessment,Support examination integrity by choosing to follow all examination instructions.
PSA_03027,Education,Education Administration,Early action can prevent late learner registration. Use official communication channels.
PSA_03028,Education,ICT and Digital Safety,Small actions can reduce the risk of identity theft. Use school devices only for approved learning.
PSA_03029,Education,Parent and Community Engagement,Be alert to school dropout and participate in school activities.
PSA_03030,Education,School Health and Hygiene,Small actions can reduce the risk of malnutrition. Keep classrooms and washrooms clean.
PSA_03031,Education,Examinations and Assessment,"To improve candidate registration, follow all examination instructions."
PSA_03032,Education,ICT and Digital Safety,Follow official advice from Ministry of Education: use respectful language online.
PSA_03033,Education,Child Protection and School Safety,Early action can prevent drug abuse. Report bullying immediately.
PSA_03034,Education,Education Administration,Support better learning outcomes by choosing to communicate official updates clearly.
PSA_03035,Education,Child Protection and School Safety,Early action can prevent child abuse. Promote a safe and inclusive learning environment.
PSA_03036,Education,Child Protection and School Safety,Use trusted education guidance and respect the rights and personal boundaries of others.
PSA_03037,Education,School Attendance,Make school enrolment part of everyday education practice. Attend school regularly.
PSA_03038,Education,ICT and Digital Safety,"In online learning platforms, help prevent online scams by choosing to log out after using shared computers."
PSA_03039,Education,Education Administration,Follow official advice from school administration: maintain accurate school records.
PSA_03040,Education,School Attendance,Prioritize learning continuity. Report unexplained absences promptly.
PSA_03041,Education,Education Administration,Be alert to inaccurate school records and follow approved education procedures.
PSA_03042,Education,School Attendance,School administration advises learners to monitor learner attendance consistently.
PSA_03043,Education,Examinations and Assessment,Early action can prevent examination stress. Follow all examination instructions.
PSA_03044,Education,Child Protection and School Safety,Everyone has a role in preventing bullying. Respect the rights and personal boundaries of others.
PSA_03045,Education,Examinations and Assessment,Prioritize continuous assessment. Manage revision time carefully.
